Date,Open,High,Low,Close,Adj Close,Volume
2011-02-11,120.599998,121.919998,120.559998,121.779999,98.427917,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,98.670403,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,98.314789,82150
2011-02-16,122.099998,122.599998,121.980003,122.419998,98.945206,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,99.316994,158250
2011-02-18,122.959999,123.220001,122.680000,123.080002,99.478668,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,97.441887,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,96.892281,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,96.795273,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,97.846016,106350
2011-02-28,121.540001,121.940002,121.160004,121.779999,98.427917,208350
2011-03-01,122.279999,122.300003,119.699997,119.699997,96.746788,235350
2011-03-02,119.620003,120.559998,119.500000,120.040001,97.021606,176350
2011-03-03,121.080002,122.239998,121.080002,122.099998,98.686600,136450
2011-03-04,122.059998,122.059998,120.400002,121.199997,97.959129,168250
2011-03-07,121.599998,121.739998,119.599998,120.139999,97.102417,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,98.007652,106350
2011-03-09,121.059998,121.379997,120.500000,121.120003,97.894516,116450
2011-03-10,119.879997,119.879997,118.760002,118.900002,96.100189,267850
2011-03-11,118.400002,120.139999,118.400002,119.699997,96.746788,134350
2011-03-14,118.959999,119.260002,118.059998,119.000000,96.181038,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,95.114136,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,93.303711,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,94.467529,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,94.871658,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,96.310364,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,95.970894,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,96.278008,204150
2011-03-24,119.820000,120.379997,119.199997,120.239998,97.183250,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,97.472290,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,97.261200,166150
2011-03-29,119.699997,120.620003,119.300003,120.580002,97.894463,110950
2011-03-30,121.239998,121.739998,121.120003,121.400002,98.560165,105550
2011-03-31,121.300003,121.559998,121.099998,121.239998,98.430252,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,98.884911,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,98.933617,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,98.933617,204950
2011-04-06,122.480003,122.500000,121.779999,122.220001,99.225868,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,99.047287,107150
2011-04-08,122.500000,122.519997,121.019997,121.540001,98.673836,86850
2011-04-11,121.680000,122.019997,120.919998,121.120003,98.332832,139650
2011-04-12,120.500000,120.599998,119.800003,120.239998,97.618416,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,97.650879,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,97.667130,78450
2011-04-15,120.500000,121.040001,120.220001,120.720001,98.008095,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,96.936447,151650
2011-04-19,119.620003,120.139999,119.320000,120.139999,97.537209,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,98.852425,173250
2011-04-21,122.379997,122.379997,121.940002,122.300003,99.290863,197850
2011-04-25,122.320000,122.400002,121.820000,122.180000,99.193436,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,100.054001,85050
2011-04-27,123.559998,124.239998,123.000000,124.040001,100.703484,72850
2011-04-28,123.900002,124.599998,123.860001,124.440002,101.028244,66050
2011-04-29,124.500000,124.879997,124.419998,124.800003,101.320511,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,101.093170,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,100.768440,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,100.086472,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,99.209648,98950
2011-05-06,123.480003,124.000000,122.279999,122.779999,99.680542,138550
2011-05-09,122.800003,123.580002,122.580002,123.279999,100.086472,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,100.914581,175550
2011-05-11,124.120003,124.120003,122.419998,122.980003,99.842934,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,100.378746,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,99.501915,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,98.884911,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,98.868660,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,99.794220,70550
2011-05-19,123.339996,123.459999,122.639999,123.080002,99.924110,266650
2011-05-20,122.860001,123.000000,122.000000,122.260002,99.258362,95450
2011-05-23,120.699997,121.160004,120.400002,120.800003,98.073059,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,97.991875,89650
2011-05-25,120.160004,121.500000,120.160004,121.099998,98.316612,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,98.706299,60450
2011-05-27,121.980003,122.400002,121.860001,122.120003,99.144691,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,100.135170,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,97.910683,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,97.797020,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,96.855278,148450
2011-06-06,119.059998,119.180000,117.940002,118.040001,95.832306,113250
2011-06-07,118.519997,118.940002,117.860001,117.879997,95.702377,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,95.312721,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,96.043388,43350
2011-06-10,117.839996,117.860001,116.400002,116.639999,94.695663,106750
2011-06-13,116.900002,117.220001,116.180000,116.720001,94.760658,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,95.978432,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,94.306015,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,94.484604,66050
2011-06-17,117.480003,117.500000,116.379997,116.699997,94.744385,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,95.280243,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,96.579185,132450
2011-06-22,118.660004,119.260002,118.199997,118.260002,96.010918,106050
2011-06-23,116.839996,117.900002,116.000000,117.860001,95.686165,260750
2011-06-24,117.320000,117.360001,115.800003,116.000000,94.633774,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,95.433273,77850
2011-06-28,117.480003,118.519997,117.360001,118.480003,96.656982,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,97.521744,125350
2011-06-30,119.940002,120.839996,119.820000,120.680000,98.451759,124850
2011-07-01,120.739998,122.599998,120.540001,122.500000,99.936546,139550
2011-07-05,122.400002,122.599998,122.000000,122.300003,99.773399,91850
2011-07-06,122.080002,122.639999,121.760002,122.480003,99.920227,94850
2011-07-07,123.580002,124.099998,123.379997,123.820000,101.013405,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,100.328140,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,98.468086,92750
2011-07-12,120.459999,121.419998,120.160004,120.160004,98.027550,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,98.370209,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,97.733879,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,98.272293,40350
2011-07-18,119.940002,120.019997,118.559998,119.440002,97.440163,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,99.022827,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,99.022827,90750
2011-07-21,122.000000,123.239998,121.779999,123.000000,100.344429,234250
2011-07-22,123.000000,123.199997,122.400002,123.099998,100.426018,90250
2011-07-25,121.879997,123.000000,121.800003,122.400002,99.854958,183650
2011-07-26,122.320000,122.500000,121.680000,121.879997,99.430725,138850
2011-07-27,121.199997,121.239998,119.300003,119.459999,97.456467,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,97.179131,169150
2011-07-29,117.959999,119.360001,117.440002,118.199997,96.428558,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,96.085899,435950
2011-08-02,116.959999,117.500000,114.779999,114.839996,93.687431,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,94.160629,380550
2011-08-04,113.879997,113.959999,109.839996,110.019997,89.755234,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,89.559456,538450
2011-08-08,106.019997,108.239998,102.540001,102.739998,83.816154,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,87.568924,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,83.767220,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,87.438362,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,88.139931,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,89.951019,225950
2011-08-16,109.220001,110.360001,108.239998,109.320000,89.184166,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,89.282082,160550
2011-08-18,106.580002,106.699997,103.739998,104.900002,85.578323,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,83.946686,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,84.011948,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,86.916229,301950
2011-08-24,106.320000,108.080002,106.059998,108.000000,88.107323,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,86.785706,294150
2011-08-26,105.660004,108.279999,104.019997,107.779999,87.927849,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,90.489479,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,90.652634,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,91.109505,214950
2011-09-01,111.739998,112.800003,110.540001,110.599998,90.228409,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,87.895210,150350
2011-09-06,104.720001,107.139999,104.639999,107.000000,87.291527,197950
2011-09-07,108.720001,110.040001,108.300003,110.019997,89.755234,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,88.808891,115650
2011-09-09,107.660004,107.940002,105.440002,106.000000,86.475708,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,87.095734,161350
2011-09-13,107.099998,108.059998,106.379997,107.639999,87.813606,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,89.053688,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,90.587357,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,91.125801,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,90.277382,82150
2011-09-20,111.120003,112.139999,110.440002,110.480003,90.130531,154550
2011-09-21,110.599998,110.860001,107.139999,107.139999,87.405701,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,84.664597,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,85.058403,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,87.125763,193850
2011-09-27,108.440002,109.279999,106.860001,107.419998,88.126656,617550
2011-09-28,107.699997,108.239998,105.080002,105.279999,86.371010,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,86.994522,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,84.927109,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,82.318283,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,84.123154,285650
2011-10-05,102.879997,104.820000,102.000000,104.580002,85.796738,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,87.453934,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,86.781219,627150
2011-10-10,107.739998,109.360001,107.660004,109.360001,89.718216,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,89.685402,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,90.505791,509150
2011-10-13,109.699997,110.440002,108.900002,110.160004,90.374557,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,91.867661,423450
2011-10-17,111.480003,111.599998,109.639999,109.879997,90.144852,309650
2011-10-18,109.839996,112.839996,109.000000,112.080002,91.949684,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,90.801140,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,91.211349,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,92.966957,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,94.148361,138550
2011-10-25,114.180000,114.180000,112.239998,112.540001,92.327072,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,93.213120,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,96.429070,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,96.527473,693650
2011-10-31,116.260002,116.339996,114.639999,114.639999,94.049919,153450
2011-11-01,111.540001,112.900002,111.160004,111.599998,91.555908,307150
2011-11-02,113.260002,113.760002,112.320000,113.360001,92.999825,122650
2011-11-03,114.639999,115.680000,113.040001,115.459999,94.722626,173650
2011-11-04,114.459999,114.900002,113.419998,114.800003,94.181160,147450
2011-11-07,114.639999,115.519997,113.639999,115.459999,94.722626,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,95.854774,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,92.392708,246850
2011-11-10,114.099998,114.199997,112.620003,113.639999,93.229507,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,95.050766,132650
2011-11-14,115.419998,115.480003,114.220001,114.739998,94.131950,359550
2011-11-15,114.519997,115.919998,114.120003,115.339996,94.624168,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,93.098244,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,91.605141,989950
2011-11-18,112.019997,112.180000,111.099998,111.500000,91.473869,188150
2011-11-21,109.900002,110.059998,108.480003,109.500000,89.833084,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,89.357254,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,87.470352,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,87.207817,75650
2011-11-28,109.260002,109.820000,108.639999,109.480003,89.816689,155550
2011-11-29,109.760002,110.500000,109.400002,109.800003,90.079193,134950
2011-11-30,112.900002,114.480003,112.620003,114.300003,93.770996,424450
2011-12-01,114.139999,114.839996,113.820000,114.220001,93.705330,107350
2011-12-02,115.400002,115.680000,114.139999,114.160004,93.656097,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,94.673386,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,94.755424,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,95.067192,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,93.016220,93450
2011-12-09,113.879997,115.540001,113.800003,115.300003,94.591347,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,93.229507,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,92.343468,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,91.309799,945150
2011-12-15,112.519997,112.620003,111.559998,111.720001,91.654366,82550
2011-12-16,112.519997,113.099998,111.639999,111.800003,91.720009,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,90.784729,454150
2011-12-20,112.339996,114.160004,112.339996,113.959999,93.492043,143850
2011-12-21,113.900002,114.379997,113.019997,114.300003,93.770996,182650
2011-12-22,114.699997,115.379997,114.500000,115.379997,94.656982,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,95.404724,256450
2011-12-27,115.379997,118.000000,115.360001,115.720001,95.503761,388650
2011-12-28,115.720001,115.720001,114.099998,114.300003,94.331848,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,95.190132,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,94.827026,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,96.230019,163250
2012-01-04,116.440002,116.919998,115.959999,116.800003,96.395073,448450
2012-01-05,116.279999,117.300003,115.680000,117.180000,96.708702,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,96.510620,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,96.659187,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,97.484474,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,97.583481,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,97.798073,202250
2012-01-13,117.699997,118.000000,116.820000,118.000000,97.385445,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,97.649536,324250
2012-01-18,118.320000,119.639999,118.099998,119.639999,98.738922,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,99.267128,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,99.267128,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,99.366150,130950
2012-01-24,119.680000,120.300003,119.480003,120.220001,99.217621,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,100.092438,254050
2012-01-26,121.860001,122.000000,120.160004,120.660004,99.580711,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,99.448692,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,99.118561,329650
2012-01-31,120.800003,120.919998,119.599998,120.040001,99.069038,157450
2012-02-01,121.000000,121.739998,120.860001,121.180000,100.009888,99050
2012-02-02,121.440002,121.660004,120.959999,121.419998,100.207970,143050
2012-02-03,122.599998,123.139999,122.379997,123.139999,101.627480,223150
2012-02-06,122.580002,123.019997,122.400002,122.959999,101.478943,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,101.792549,164250
2012-02-08,123.400002,123.699997,122.879997,123.599998,102.007133,259750
2012-02-09,123.900002,124.019997,123.139999,123.739998,102.122681,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,101.429428,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,102.205193,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,102.056648,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,101.610977,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,102.716896,438550
2012-02-17,124.900002,124.919998,124.320000,124.760002,102.964455,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,103.030487,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,102.683876,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,103.179047,328050
2012-02-24,125.279999,125.500000,125.000000,125.199997,103.327606,162950
2012-02-27,124.440002,125.800003,124.220001,125.419998,103.509148,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,103.872307,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,103.311104,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,103.987831,193450
2012-03-02,125.959999,126.059998,125.360001,125.660004,103.707230,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,103.261589,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,101.643997,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,102.452789,170350
2012-03-08,124.919998,125.599998,124.639999,125.339996,103.443153,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,103.839287,152950
2012-03-12,125.860001,126.019997,125.419998,125.879997,103.888809,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,105.753983,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,105.671463,709950
2012-03-15,128.220001,128.800003,127.879997,128.699997,106.216156,501650
2012-03-16,129.020004,129.100006,128.699997,128.880005,106.364716,272250
2012-03-19,128.880005,129.839996,128.759995,129.419998,106.810356,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,106.513268,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,106.348221,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,105.522888,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,105.935562,111950
2012-03-26,128.679993,129.520004,128.660004,129.520004,107.369690,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,107.071259,573550
2012-03-28,129.119995,129.279999,127.800003,128.539993,106.557281,201350
2012-03-29,127.779999,128.460007,127.260002,128.320007,106.374908,2612050
2012-03-30,128.919998,129.039993,128.240005,128.740005,106.723076,270750
2012-04-02,128.740005,130.119995,128.479996,129.779999,107.585228,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,107.170731,333850
2012-04-04,128.259995,128.380005,127.540001,127.919998,106.043312,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,106.010178,722350
